Year: 2020  Month: 04  ID: LR2  ARGOS: 21360  Name: Laurie II         
Lat: 77.50S  Lon: 170.79E  Elev:   34m                                
2020  92  4  1 0000  -25.9  991.0    5.5  444.0   87.9  444.0
2020  92  4  1 0100  -23.9  990.7    6.6  444.0   87.9  444.0
2020  92  4  1 0200  -22.9  990.1    7.0  444.0   77.8  444.0
2020  92  4  1 0300  -23.9  989.7    7.0  444.0   76.9  444.0
2020  92  4  1 0400  -24.2  989.2    6.6  444.0   78.6  444.0
2020  92  4  1 0500  -23.5  989.1    7.0  444.0   76.9  444.0
2020  92  4  1 0600  -22.8  989.0    6.8  444.0   77.3  444.0
2020  92  4  1 0700  -22.9  988.7    5.8  444.0   86.6  444.0
2020  92  4  1 0800  -22.6  988.4    6.0  444.0   90.1  444.0
2020  92  4  1 0900  -22.8  987.9    4.7  444.0   87.4  444.0
2020  92  4  1 1000  -24.9  987.3    5.3  444.0   85.7  444.0
2020  92  4  1 1100  -24.5  986.6    5.3  444.0   87.9  444.0
2020  92  4  1 1200  -24.5  986.3    6.8  444.0   88.3  444.0
2020  92  4  1 1300  -22.6  985.9    5.3  444.0   90.1  444.0
2020  92  4  1 1400  -22.5  985.3    5.3  444.0   89.2  444.0
2020  92  4  1 1500  -23.1  984.6    4.1  444.0   86.6  444.0
2020  92  4  1 1600  -22.8  984.3    3.7  444.0   88.8  444.0
2020  92  4  1 1700  -24.5  983.6    3.3  444.0   87.9  444.0
2020  92  4  1 1800  -24.4  983.0    3.1  444.0   84.8  444.0
2020  92  4  1 1900  -24.5  982.5    2.3  444.0   85.2  444.0
2020  92  4  1 2000  -23.9  982.2    2.7  444.0   84.8  444.0
2020  92  4  1 2100  -24.5  981.7    2.9  444.0   84.8  444.0
2020  92  4  1 2200  -24.9  981.1    3.1  444.0   80.8  444.0
2020  92  4  1 2300  -25.0  980.7    4.7  444.0   75.6  444.0
2020  93  4  2 0000  -25.2  980.3    5.8  444.0   76.9  444.0
2020  93  4  2 0100  -25.8  979.9    4.5  444.0   75.6  444.0
2020  93  4  2 0200  -26.6  979.6    3.5  444.0   72.9  444.0
2020  93  4  2 0300  -26.2  978.9    6.2  444.0   72.5  444.0
2020  93  4  2 0400  -27.9  978.2    6.4  444.0   75.1  444.0
2020  93  4  2 0500  -28.0  978.3    6.0  444.0   76.4  444.0
2020  93  4  2 0600  -26.9  977.8    5.7  444.0   76.9  444.0
2020  93  4  2 0700  -28.2  977.4    5.1  444.0   79.5  444.0
2020  93  4  2 0800  -27.5  977.2    4.7  444.0   81.3  444.0
