Year: 2018  Month: 07  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018 182  7  1 0000  -26.6  992.1    8.6  194.0   85.2  444.0
2018 182  7  1 0100  -26.4  992.0    9.4  186.0   85.7  444.0
2018 182  7  1 0200  -26.6  991.9    8.0  200.0   85.7  444.0
2018 182  7  1 0300  -27.0  992.1    4.5  205.0   84.8  444.0
2018 182  7  1 0400  -29.1  991.3    3.5  211.0   82.2  444.0
2018 182  7  1 0500  -27.9  991.1    5.5  195.0   83.9  444.0
2018 182  7  1 0600  -28.2  991.2    4.5  205.0   83.0  444.0
2018 182  7  1 0700  -27.4  991.0    7.2  225.0   84.8  444.0
2018 182  7  1 0800  -30.2  990.8    2.7  246.0   80.8  444.0
2018 182  7  1 0900  -30.6  990.5    2.1  283.0   80.0  444.0
2018 182  7  1 1000  -30.0  990.0    3.1  273.0   80.8  444.0
2018 182  7  1 1100  -29.4  989.9    2.3  262.0   81.7  444.0
2018 182  7  1 1200  -29.2  989.8    3.1  225.0   82.2  444.0
2018 182  7  1 1300  -31.5  989.7    3.1  253.0   79.5  444.0
2018 182  7  1 1400  -33.0  989.9    2.9  148.0   77.3  444.0
2018 182  7  1 1500  -33.2  989.8    3.1  186.0   77.8  444.0
2018 182  7  1 1600  -32.6  989.9    3.3  215.0   77.3  444.0
2018 182  7  1 1700  -31.4  989.9    3.7  226.0   80.0  444.0
2018 182  7  1 1800  -32.6  990.3    4.7  238.0   78.2  444.0
2018 182  7  1 1900  -34.8  990.5    3.3  246.0   75.6  444.0
2018 182  7  1 2000  -35.2  990.8    3.7  243.0   75.1  444.0
2018 182  7  1 2100  -34.8  990.9    4.9  242.0   76.4  444.0
2018 182  7  1 2200  -32.6  991.5    5.5  221.0   78.2  444.0
2018 182  7  1 2300  -31.5  992.1    6.0  211.0   79.1  444.0
2018 183  7  2 0000  -32.4  992.4    5.7  226.0   78.2  444.0
2018 183  7  2 0100  -33.5  992.5    4.1  229.0   76.9  444.0
2018 183  7  2 0200  -34.0  992.9    4.9  233.0   76.0  444.0
2018 183  7  2 0300  -34.8  993.3    4.5  224.0   75.1  444.0
2018 183  7  2 0400  -35.1  993.6    4.9  212.0   75.6  444.0
2018 183  7  2 0500  -35.4  993.9    4.1  187.0   74.7  444.0
2018 183  7  2 0600  -35.2  994.2    2.7  221.0   74.7  444.0
2018 183  7  2 0700  -34.6  994.5    2.7  225.0   75.6  444.0
2018 183  7  2 0800  -34.4  994.5    2.1  174.0   76.0  444.0
2018 183  7  2 0900  -33.6  994.8    2.7  169.0   76.9  444.0
2018 183  7  2 1000  -33.2  995.1    2.1  177.0   77.3  444.0
2018 183  7  2 1100  -33.5  995.3    1.6  190.0   76.9  444.0
2018 183  7  2 1200  -33.4  995.6    1.4  167.0   77.3  444.0
2018 183  7  2 1300  -32.2  995.7    0.0    0.0   77.8  444.0
2018 183  7  2 1400  -30.4  995.6    0.6  305.0   79.5  444.0
2018 183  7  2 1500  -28.0  995.6    2.3  298.0   83.5  444.0
2018 183  7  2 1600  -27.6  995.5    2.1  280.0   82.6  444.0
