Year: 2018  Month: 04  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2018  91  4  1 0000  -21.5  999.4    3.3  211.0   63.7  444.0
2018  91  4  1 0100  -21.5  999.2    4.1  198.0   65.4  444.0
2018  91  4  1 0200  -22.4  999.0    3.5  207.0   69.0  444.0
2018  91  4  1 0300  -23.2  999.1    3.1  181.0   70.7  444.0
2018  91  4  1 0400  -23.8  998.8    3.3  156.0   76.4  444.0
2018  91  4  1 0500  -22.0  998.8    4.5  190.0   76.0  444.0
2018  91  4  1 0600  -22.8  998.9    4.5  221.0   79.5  444.0
2018  91  4  1 0700  -23.4  998.7    3.7  232.0   79.5  444.0
2018  91  4  1 0800  -24.4  998.6    3.5  226.0   80.8  444.0
2018  91  4  1 0900  -25.5  998.3    3.1  233.0   83.0  444.0
2018  91  4  1 1000  -24.5  998.6    3.5  212.0   82.2  444.0
2018  91  4  1 1100  -23.5  998.8    3.9  222.0   81.7  444.0
2018  91  4  1 1200  -25.9  998.7    2.9  193.0   80.8  444.0
2018  91  4  1 1300  -23.5  998.9    3.7  194.0   78.6  444.0
2018  91  4  1 1400  -23.5  998.9    3.5  231.0   78.2  444.0
2018  91  4  1 1500  -23.8  998.8    4.5  228.0   76.9  444.0
2018  91  4  1 1600  -26.4  998.7    4.5  225.0   79.1  444.0
2018  91  4  1 1700  -27.4  998.9    5.1  225.0   83.9  444.0
2018  91  4  1 1800  -27.0  998.9    5.5  186.0   83.0  444.0
2018  91  4  1 1900  -27.9  999.1    5.5  195.0   83.9  444.0
2018  91  4  1 2000  -28.6  999.4    5.1  218.0   83.5  444.0
2018  91  4  1 2100  -28.4  999.9    4.5  218.0   83.0  444.0
2018  91  4  1 2200  -27.6  999.8    4.3  197.0   83.9  444.0
2018  91  4  1 2300  -27.4 1000.0    4.3  194.0   79.5  444.0
2018  92  4  2 0000  -28.5 1000.5    4.9  172.0   78.6  444.0
2018  92  4  2 0100  -25.9 1000.5    3.7  173.0   86.6  444.0
2018  92  4  2 0200  -23.9 1000.6    2.5  190.0   89.2  444.0
2018  92  4  2 0300  -23.6 1000.5    3.5  162.0   89.2  444.0
2018  92  4  2 0400  -24.0 1000.7    2.9  172.0   88.3  444.0
2018  92  4  2 0500  -24.5 1000.9    2.5  174.0   87.0  444.0
2018  92  4  2 0600  -24.2 1001.3    2.5  194.0   87.9  444.0
2018  92  4  2 0700  -25.1 1001.7    3.3  197.0   86.1  444.0
2018  92  4  2 0800  -27.4 1002.0    2.7  236.0   83.9  444.0
2018  92  4  2 0900  -29.1 1002.4    2.1  243.0   81.7  444.0
2018  92  4  2 1000  -29.2 1002.8    2.9  257.0   82.2  444.0
2018  92  4  2 1100  -28.4 1002.9    3.5  249.0   82.6  444.0
2018  92  4  2 1200  -29.4 1002.7    2.5  250.0   81.7  444.0
2018  92  4  2 1300  -29.4 1002.9    2.7  246.0   81.7  444.0
2018  92  4  2 1400  -29.0 1003.0    3.3  254.0   81.7  444.0
2018  92  4  2 1500  -29.2 1003.1    2.9  254.0   82.2  444.0
2018  92  4  2 1600  -29.2 1003.0    3.1  239.0   81.7  444.0
2018  92  4  2 1700  -29.1 1003.0    2.7  190.0   81.7  444.0
2018  92  4  2 1800  -29.1 1003.1    2.7  239.0   80.8  444.0
2018  92  4  2 1900  -27.5 1003.3    2.3  239.0   83.5  444.0
2018  92  4  2 2000  -27.0 1003.3    3.3  228.0   84.4  444.0
2018  92  4  2 2100  -24.5 1003.3    3.7  228.0   87.4  444.0
2018  92  4  2 2200  -24.5 1003.0    3.5  224.0   88.3  444.0
2018  92  4  2 2300  -25.0 1002.8    3.5  218.0   87.4  444.0
2018  93  4  3 0000  -25.1 1002.8    3.3  216.0   83.9  444.0
2018  93  4  3 0100  -25.8 1002.4    3.1  207.0   80.8  444.0
2018  93  4  3 0200  -26.4 1002.0    3.1  195.0   80.4  444.0
2018  93  4  3 0300  -28.1 1001.6    3.1  204.0   78.6  444.0
2018  93  4  3 0400  -28.2 1001.4    2.9  215.0   80.8  444.0
2018  93  4  3 0500  -29.0 1000.8    3.1  221.0   81.7  444.0
2018  93  4  3 0600  -29.5 1000.8    2.9  221.0   80.8  444.0
2018  93  4  3 0700  -30.4 1000.3    2.9  216.0   80.4  444.0
2018  93  4  3 0800  -30.2  999.9    2.5  214.0   79.5  444.0
2018  93  4  3 0900  -30.8  999.7    2.9  201.0   78.2  444.0
2018  93  4  3 1000  -30.8  999.4    2.3  188.0   78.6  444.0
2018  93  4  3 1100  -30.4  998.9    2.9  173.0   80.0  444.0
2018  93  4  3 1200  -31.2  998.3    2.7  180.0   78.6  444.0
2018  93  4  3 1300  -32.0  997.6    2.7  197.0   78.2  444.0
2018  93  4  3 1400  -31.8  997.0    2.5  208.0   78.6  444.0
2018  93  4  3 1500  -29.9  996.7    3.3  169.0   80.8  444.0
2018  93  4  3 1600  -28.6  996.3    2.9  173.0   81.7  444.0
2018  93  4  3 1700  -27.4  995.7    2.5  173.0   80.8  444.0
2018  93  4  3 1800  -26.1  995.7    3.9  170.0   80.4  444.0
2018  93  4  3 1900  -25.9  995.6    2.9  174.0   80.4  444.0
2018  93  4  3 2000  -24.5  995.3    3.1  167.0   79.5  444.0
2018  93  4  3 2100  -23.8  995.3    3.7  183.0   81.3  444.0
2018  93  4  3 2200  -23.9  995.0    4.3  162.0   81.7  444.0
2018  93  4  3 2300  -24.2  994.9    4.7  172.0   81.3  444.0
2018  94  4  4 0000  -23.9  994.6    4.5  157.0   81.3  444.0
2018  94  4  4 0100  -23.9  994.4    4.5  156.0   80.8  444.0
2018  94  4  4 0200  -24.2  994.2    4.7  152.0   80.8  444.0
2018  94  4  4 0300  -24.0  994.2    4.3  148.0   81.3  444.0
2018  94  4  4 0400  -24.0  994.2    3.3  155.0   83.5  444.0
2018  94  4  4 0500  -24.0  994.2    2.9  187.0   84.8  444.0
2018  94  4  4 0600  -23.8  994.2    2.5  186.0   85.7  444.0
2018  94  4  4 0700  -23.6  994.1    3.5  198.0   85.7  444.0
2018  94  4  4 0800  -24.0  994.1    2.5  214.0   85.2  444.0
2018  94  4  4 0900  -23.5  994.3    1.6  193.0   84.8  444.0
2018  94  4  4 1000  -23.6  994.3    0.2  209.0   84.4  444.0
2018  94  4  4 1100  -24.5  994.2    1.6  249.0   84.4  444.0
2018  94  4  4 1200  -26.8  994.0    2.7  204.0   84.4  444.0
2018  94  4  4 1300  -29.4  994.1    2.7  170.0   81.7  444.0
2018  94  4  4 1400  -28.8  993.9    2.3  205.0   82.6  444.0
2018  94  4  4 1500  -31.6  993.8    2.3  246.0   78.6  444.0
2018  94  4  4 1600  -31.1  993.8    2.9  188.0   79.1  444.0
2018  94  4  4 1700  -30.9  993.9    2.7  179.0   80.0  444.0
2018  94  4  4 1800  -30.2  993.8    2.5  202.0   80.4  444.0
2018  94  4  4 1900  -31.5  993.8    2.1  194.0   78.6  444.0
2018  94  4  4 2000  -33.8  993.8    1.9  264.0   76.4  444.0
2018  94  4  4 2100  -33.9  993.7    2.1  249.0   76.4  444.0
2018  94  4  4 2200  -32.8  994.1    2.9  211.0   78.6  444.0
2018  94  4  4 2300  -33.4  994.0    1.4  238.0   78.6  444.0
2018  95  4  5 0000  -33.4  993.6    2.3  259.0   78.6  444.0
2018  95  4  5 0100  -31.1  993.3    1.9  235.0   80.8  444.0
2018  95  4  5 0200  -28.4  992.7    2.7  263.0   82.2  444.0
2018  95  4  5 0300  -27.6  992.7    2.5  252.0   83.9  444.0
2018  95  4  5 0400  -29.2  992.8    2.9  243.0   82.2  444.0
2018  95  4  5 0500  -32.2  993.1    2.3  180.0   78.6  444.0
2018  95  4  5 0600  -31.6  992.7    2.7  167.0   78.6  444.0
2018  95  4  5 0700  -28.0  992.7    5.1  204.0   83.5  444.0
2018  95  4  5 0800  -25.6  992.3   10.1  174.0   85.2  444.0
2018  95  4  5 0900  -24.9  992.5   11.3  184.0   87.0  444.0
2018  95  4  5 1000  -24.0  992.5   11.3  186.0   87.4  444.0
2018  95  4  5 1100  -24.2  992.4    8.4  174.0   87.4  444.0
2018  95  4  5 1200  -25.1  992.2    7.2  169.0   85.7  444.0
2018  95  4  5 1300  -24.2  991.9   11.5  181.0   87.0  444.0
2018  95  4  5 1400  -25.0  992.0   11.7  176.0   86.6  444.0
2018  95  4  5 1500  -25.8  992.3   11.1  208.0   85.7  444.0
2018  95  4  5 1600  -26.0  991.5   10.7  172.0   85.7  444.0
2018  95  4  5 1700  -27.6  992.0    8.8  180.0   83.9  444.0
2018  95  4  5 1800  -28.2  991.5    8.8  170.0   83.0  444.0
2018  95  4  5 1900  -26.5  991.5   10.9  170.0   84.8  444.0
