Year: 1995  Month: 05  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
1995 121  5  1 0000  -31.4  997.7    7.6  142.0  444.0  444.0
1995 121  5  1 0100  -31.6  997.7    9.6  135.0  444.0  444.0
1995 121  5  1 0200  -32.9  998.4    7.1  144.0  444.0  444.0
1995 121  5  1 0300  -35.0  998.4    8.1  133.0  444.0  444.0
1995 121  5  1 0400  -31.5  999.1    6.9  149.0  444.0  444.0
1995 121  5  1 0500  -32.6  999.4    6.1  157.0  444.0  444.0
1995 121  5  1 0600  -32.1  999.3    4.9  139.0  444.0  444.0
1995 121  5  1 0700  -31.1  999.7    4.7  146.0  444.0  444.0
1995 121  5  1 0800  -28.6  999.6    1.5  143.0  444.0  444.0
1995 121  5  1 0900  -30.4  999.9    0.2  333.0  444.0  444.0
1995 121  5  1 1000  -31.8  999.9    0.7  181.0  444.0  444.0
1995 121  5  1 1100  -33.4  999.9    0.7  312.0  444.0  444.0
1995 121  5  1 1200  -32.9 1000.1    0.7  336.0  444.0  444.0
1995 121  5  1 1300  -31.9 1000.1    0.2  320.0  444.0  444.0
1995 121  5  1 1400  -33.1  999.7    1.5  309.0  444.0  444.0
1995 121  5  1 1500  -30.9  999.3    1.0  324.0  444.0  444.0
1995 121  5  1 1600  -32.4  999.1    1.2  284.0  444.0  444.0
1995 121  5  1 1700  -31.0  998.6    1.7  312.0  444.0  444.0
1995 121  5  1 1800  -31.4  998.4    0.0    0.0  444.0  444.0
1995 121  5  1 1900  -30.9  998.0    0.5  333.0  444.0  444.0
1995 121  5  1 2000  -30.4  997.6    1.2  320.0  444.0  444.0
1995 121  5  1 2100  -29.9  997.1    1.0  313.0  444.0  444.0
1995 121  5  1 2200  -29.0  996.5    0.7  307.0  444.0  444.0
1995 121  5  1 2300  -31.8  996.3    0.0    0.0  444.0  444.0
1995 122  5  2 0000  -29.2  995.9    0.0    0.0  444.0  444.0
1995 122  5  2 0100  -28.5  995.5    0.5  289.0  444.0  444.0
1995 122  5  2 0200  -28.6  995.0    0.0    0.0  444.0  444.0
1995 122  5  2 0300  -29.9  994.3    0.0    0.0  444.0  444.0
1995 122  5  2 0400  -29.8  993.7    0.0    0.0  444.0  444.0
1995 122  5  2 0500  -29.4  992.8    2.0  142.0  444.0  444.0
1995 122  5  2 0600  -31.1  992.3    1.5  167.0  444.0  444.0
1995 122  5  2 0700  -31.4  991.8    0.5  146.0  444.0  444.0
1995 122  5  2 0800  -31.6  991.0    3.7  153.0  444.0  444.0
1995 122  5  2 0900  -28.5  990.0    1.5  240.0  444.0  444.0
1995 122  5  2 1000  -29.5  989.4    2.5  246.0  444.0  444.0
1995 122  5  2 1100  -29.9  988.5    3.9  237.0  444.0  444.0
1995 122  5  2 1200  -30.4  988.1    3.7  240.0  444.0  444.0
1995 122  5  2 1300  -30.9  987.2    3.2  248.0  444.0  444.0
1995 122  5  2 1400  -29.9  985.9    2.2  288.0  444.0  444.0
1995 122  5  2 1500  -30.2  985.0    1.7  299.0  444.0  444.0
1995 122  5  2 1600  -29.9  984.2    2.2  288.0  444.0  444.0
1995 122  5  2 1700  -30.2  983.5    0.5  313.0  444.0  444.0
1995 122  5  2 1800  -30.5  982.9    0.5  170.0  444.0  444.0
1995 122  5  2 1900  -31.2  982.4    0.2  174.0  444.0  444.0
1995 122  5  2 2000  -30.9  981.9    0.2  213.0  444.0  444.0
1995 122  5  2 2100  -31.4  981.4    0.0    0.0  444.0  444.0
1995 122  5  2 2200  -30.8  980.9    1.0  246.0  444.0  444.0
1995 122  5  2 2300  -32.9  980.5    0.0    0.0  444.0  444.0
1995 123  5  3 0000  -31.2  980.1    0.0    0.0  444.0  444.0
1995 123  5  3 0100  -31.1  979.3    0.0    0.0  444.0  444.0
1995 123  5  3 0200  -31.8  978.9    0.5  153.0  444.0  444.0
1995 123  5  3 0300  -32.2  978.5    0.0    0.0  444.0  444.0
1995 123  5  3 0400  444.0  444.0  444.0  444.0  444.0  444.0
1995 123  5  3 0500  -31.6  978.2    0.0    0.0  444.0  444.0
1995 123  5  3 0600  -31.2  977.5    0.0    0.0  444.0  444.0
1995 123  5  3 0700  -29.9  976.8    0.0    0.0  444.0  444.0
1995 123  5  3 0800  -31.4  976.3    1.7  206.0  444.0  444.0
1995 123  5  3 0900  -31.5  975.8    0.0    0.0  444.0  444.0
1995 123  5  3 1000  -31.6  975.3    3.4  139.0  444.0  444.0
1995 123  5  3 1100  -27.1  974.8    0.5  125.0  444.0  444.0
1995 123  5  3 1200  -27.9  974.2    4.2  199.0  444.0  444.0
1995 123  5  3 1300  -26.9  974.1    6.9  143.0  444.0  444.0
1995 123  5  3 1400  -28.1  973.7    7.1  168.0  444.0  444.0
1995 123  5  3 1500  -29.0  973.2    7.6  167.0  444.0  444.0
1995 123  5  3 1600  -29.1  972.3    6.6  156.0  444.0  444.0
1995 123  5  3 1700  -29.9  972.0    5.4  163.0  444.0  444.0
1995 123  5  3 1800  -29.8  971.5    5.4  164.0  444.0  444.0
1995 123  5  3 1900  444.0  444.0  444.0  444.0  444.0  444.0
1995 123  5  3 2000  -30.1  971.5    6.6  149.0  444.0  444.0
1995 123  5  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
1995 123  5  3 2200  -31.5  971.5    9.8  157.0  444.0  444.0
1995 123  5  3 2300  -31.5  971.2   10.5  167.0  444.0  444.0
1995 124  5  4 0000  -31.1  970.8   10.8  153.0  444.0  444.0
1995 124  5  4 0100  -31.1  970.7    6.4  158.0  444.0  444.0
1995 124  5  4 0200  444.0  444.0  444.0  444.0  444.0  444.0
1995 124  5  4 0300  -31.6  969.6    6.4  163.0  444.0  444.0
1995 124  5  4 0400  -31.5  968.7    3.9  194.0  444.0  444.0
1995 124  5  4 0500  -31.1  967.9    2.7  203.0  444.0  444.0
1995 124  5  4 0600  -30.9  967.4    3.4  217.0  444.0  444.0
1995 124  5  4 0700  444.0  444.0  444.0  444.0  444.0  444.0
1995 124  5  4 0800  -29.1  965.9    2.7  223.0  444.0  444.0
1995 124  5  4 0900  -28.8  965.1    1.7  165.0  444.0  444.0
1995 124  5  4 1000  -28.0  964.0    1.7  215.0  444.0  444.0
1995 124  5  4 1100  -28.1  963.0    2.0  262.0  444.0  444.0
1995 124  5  4 1200  -28.4  962.9    0.0    0.0  444.0  444.0
1995 124  5  4 1300  -29.1  962.6    2.7  144.0  444.0  444.0
1995 124  5  4 1400  444.0  444.0  444.0  444.0  444.0  444.0
1995 124  5  4 1500  -28.8  960.6    1.5  136.0  444.0  444.0
1995 124  5  4 1600  -28.5  959.5    1.5  219.0  444.0  444.0
1995 124  5  4 1700  -27.5  958.8    2.7  225.0  444.0  444.0
1995 124  5  4 1800  -27.1  957.7    3.9  178.0  444.0  444.0
1995 124  5  4 1900  444.0  444.0  444.0  444.0  444.0  444.0
1995 124  5  4 2000  -26.2  957.0    3.9  184.0  444.0  444.0
1995 124  5  4 2100  -26.0  955.2    2.0  247.0  444.0  444.0
1995 124  5  4 2200  -25.5  954.1    2.7  358.0  444.0  444.0
1995 124  5  4 2300  -24.6  952.8    2.9  345.0  444.0  444.0
1995 125  5  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
1995 125  5  5 0100  -21.9  950.5    6.1  236.0  444.0  444.0
1995 125  5  5 0200  -20.9  949.4    4.4  250.0  444.0  444.0
1995 125  5  5 0300  -21.4  948.4    6.1  233.0  444.0  444.0
