Year: 2023  Month: 04  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
2023  91  4  1 0000  -17.4  999.0    2.5  117.0  444.0  444.0
2023  91  4  1 0100  -19.1  999.3    4.9  129.0  444.0  444.0
2023  91  4  1 0200  -19.5  999.5    3.7  136.0  444.0  444.0
2023  91  4  1 0300  -19.6  999.4    4.2  132.0  444.0  444.0
2023  91  4  1 0400  -19.1  999.3    4.9  122.0  444.0  444.0
2023  91  4  1 0500  -19.4  999.4    2.7  129.0  444.0  444.0
2023  91  4  1 0600  -20.2  999.3    1.5  134.0  444.0  444.0
2023  91  4  1 0700  -21.4  999.0    4.7  129.0  444.0  444.0
2023  91  4  1 0800  -22.0  999.0    3.7  141.0  444.0  444.0
2023  91  4  1 0900  -22.4  999.0    0.5  162.0  444.0  444.0
2023  91  4  1 1000  -22.0  999.1    0.2  180.0  444.0  444.0
2023  91  4  1 1100  -21.9  998.7    2.2  143.0  444.0  444.0
2023  91  4  1 1200  -22.0  998.5    0.0    0.0  444.0  444.0
2023  91  4  1 1300  -20.8  998.3    3.4  142.0  444.0  444.0
2023  91  4  1 1400  -21.5  998.0    2.7  115.0  444.0  444.0
2023  91  4  1 1500  -22.4  997.7    0.0    0.0  444.0  444.0
2023  91  4  1 1600  -22.5  997.3    1.7  159.0  444.0  444.0
2023  91  4  1 1700  -23.4  997.3    1.7  149.0  444.0  444.0
2023  91  4  1 1800  -21.4  996.9    3.2  149.0  444.0  444.0
2023  91  4  1 1900  -23.6  997.0    3.7  141.0  444.0  444.0
2023  91  4  1 2000  -21.8  997.4    1.5  142.0  444.0  444.0
2023  91  4  1 2100  -23.0  998.2    4.7  142.0  444.0  444.0
2023  91  4  1 2200  -22.1  998.6    4.7  138.0  444.0  444.0
2023  91  4  1 2300  -20.9  999.4    3.7  129.0  444.0  444.0
2023  92  4  2 0000  -20.1 1000.0    4.4  148.0  444.0  444.0
2023  92  4  2 0100  -19.8 1000.5    3.7  131.0  444.0  444.0
2023  92  4  2 0200  -19.5 1001.2    3.2  150.0  444.0  444.0
2023  92  4  2 0300  -21.2 1001.9    3.4  150.0  444.0  444.0
2023  92  4  2 0400  -22.4 1002.5    2.7  132.0  444.0  444.0
2023  92  4  2 0500  -23.8 1002.9    4.2  135.0  444.0  444.0
2023  92  4  2 0600  -21.8 1003.7    4.9  135.0  444.0  444.0
2023  92  4  2 0700  -23.8 1004.0    4.7  138.0  444.0  444.0
2023  92  4  2 0800  -24.2 1004.6    3.9  138.0  444.0  444.0
2023  92  4  2 0900  -24.4 1005.3    3.2  139.0  444.0  444.0
2023  92  4  2 1000  -24.0 1005.8    3.7  145.0  444.0  444.0
2023  92  4  2 1100  -24.0 1005.9    3.7  162.0  444.0  444.0
2023  92  4  2 1200  -19.0 1006.2    4.4  167.0  444.0  444.0
2023  92  4  2 1300  -18.0 1006.3    5.9  159.0  444.0  444.0
2023  92  4  2 1400  -18.8 1006.5    5.9  148.0  444.0  444.0
2023  92  4  2 1500  -17.9 1006.5    4.2  148.0  444.0  444.0
2023  92  4  2 1600  -17.8 1006.7    5.9  139.0  444.0  444.0
2023  92  4  2 1700  -18.0 1006.6    5.1  148.0  444.0  444.0
2023  92  4  2 1800  -17.9 1006.6    4.7  134.0  444.0  444.0
2023  92  4  2 1900  -18.2 1006.8    3.2  142.0  444.0  444.0
2023  92  4  2 2000  -18.2 1006.6    3.4  124.0  444.0  444.0
2023  92  4  2 2100  -18.8 1006.8    3.2  112.0  444.0  444.0
2023  92  4  2 2200  -18.9 1007.0  444.0  444.0  444.0  444.0
2023  92  4  2 2300  -18.5 1006.8  444.0  444.0  444.0  444.0
2023  93  4  3 0000  -17.6 1006.5  444.0  444.0  444.0  444.0
2023  93  4  3 0100  -17.4 1006.4  444.0  444.0  444.0  444.0
2023  93  4  3 0200  -17.8 1006.2  444.0  444.0  444.0  444.0
2023  93  4  3 0300  -17.8 1005.8  444.0  444.0  444.0  444.0
2023  93  4  3 0400  -17.1 1005.5  444.0  444.0  444.0  444.0
2023  93  4  3 0500  -18.4 1004.9  444.0  444.0  444.0  444.0
2023  93  4  3 0600  -20.4 1004.3  444.0  444.0  444.0  444.0
2023  93  4  3 0700  -20.1 1004.0  444.0  444.0  444.0  444.0
2023  93  4  3 0800  -19.6 1003.4  444.0  444.0  444.0  444.0
2023  93  4  3 0900  -19.6 1003.0  444.0  444.0  444.0  444.0
2023  93  4  3 1000  -20.1 1002.6  444.0  444.0  444.0  444.0
2023  93  4  3 1100  -19.6 1002.1  444.0  444.0  444.0  444.0
2023  93  4  3 1200  -20.0 1001.6  444.0  444.0  444.0  444.0
2023  93  4  3 1300  -20.2 1001.1  444.0  444.0  444.0  444.0
2023  93  4  3 1400  -20.5 1000.8  444.0  444.0  444.0  444.0
2023  93  4  3 1500  -21.5 1000.5    3.4  129.0  444.0  444.0
2023  93  4  3 1600  -21.9 1000.5    4.2  139.0  444.0  444.0
2023  93  4  3 1700  -21.5 1000.4    5.4  160.0  444.0  444.0
2023  93  4  3 1800  -20.6 1000.0    5.6  155.0  444.0  444.0
2023  93  4  3 1900  -20.1  999.6    3.2  145.0  444.0  444.0
2023  93  4  3 2000  -20.1  999.6    0.7  145.0  444.0  444.0
2023  93  4  3 2100  444.0  999.4    1.2  218.0  444.0  444.0
2023  93  4  3 2200  444.0  999.1    0.5   25.0  444.0  444.0
2023  93  4  3 2300  444.0  999.0    0.0    0.0  444.0  444.0
2023  94  4  4 0000  444.0  998.6    0.0    0.0  444.0  444.0
2023  94  4  4 0100  444.0  997.9    1.0  135.0  444.0  444.0
2023  94  4  4 0200  444.0  996.9    0.0    0.0  444.0  444.0
2023  94  4  4 0300  444.0  995.9    0.0    0.0  444.0  444.0
2023  94  4  4 0400  444.0  995.1    0.0    0.0  444.0  444.0
2023  94  4  4 0500  444.0  994.1    0.0    0.0  444.0  444.0
2023  94  4  4 0600  444.0  993.5    1.7  214.0  444.0  444.0
2023  94  4  4 0700  444.0  992.8    0.0    0.0  444.0  444.0
2023  94  4  4 0800  -21.6  992.5    1.2  325.0  444.0  444.0
2023  94  4  4 0900  -20.9  991.9    2.0  280.0  444.0  444.0
2023  94  4  4 1000  -20.9  991.0    0.0    0.0  444.0  444.0
2023  94  4  4 1100  -21.4  989.9    0.0    0.0  444.0  444.0
2023  94  4  4 1200  -22.4  989.2    0.0    0.0  444.0  444.0
2023  94  4  4 1300  -20.5  987.9    0.2  221.0  444.0  444.0
2023  94  4  4 1400  -20.1  986.7    0.7  217.0  444.0  444.0
2023  94  4  4 1500  -21.2  985.5    0.0    0.0  444.0  444.0
2023  94  4  4 1600  -21.9  984.4    1.0  339.0  444.0  444.0
2023  94  4  4 1700  -22.0  982.8    2.9  323.0  444.0  444.0
2023  94  4  4 1800  -21.1  981.6    3.2  311.0  444.0  444.0
2023  94  4  4 1900  -21.8  980.7    0.0    0.0  444.0  444.0
2023  94  4  4 2000  -22.4  979.6    0.0    0.0  444.0  444.0
2023  94  4  4 2100  -21.2  978.7    0.0    0.0  444.0  444.0
2023  94  4  4 2200  -20.2  977.4    1.5  328.0  444.0  444.0
2023  94  4  4 2300  -21.5  976.5    0.5  335.0  444.0  444.0
2023  95  4  5 0000  -20.4  975.4    3.4  309.0  444.0  444.0
2023  95  4  5 0100  -20.0  974.5    2.2  311.0  444.0  444.0
2023  95  4  5 0200  444.0  974.3    0.0    0.0  444.0  444.0
2023  95  4  5 0300  444.0  973.7    0.2  155.0  444.0  444.0
2023  95  4  5 0400  444.0  973.5    0.0    0.0  444.0  444.0
2023  95  4  5 0500  -20.8  973.4    1.7  108.0  444.0  444.0
2023  95  4  5 0600  -21.4  973.1    0.0    0.0  444.0  444.0
2023  95  4  5 0700  -20.4  973.1    3.2  139.0  444.0  444.0
2023  95  4  5 0800  -21.2  973.6    4.7  136.0  444.0  444.0
2023  95  4  5 0900  -20.5  973.9    5.9  150.0  444.0  444.0
2023  95  4  5 1000  -15.9  974.9    4.9  127.0  444.0  444.0
2023  95  4  5 1100  -17.1  975.1    2.9  148.0  444.0  444.0
2023  95  4  5 1200  -15.6  975.8    4.9  159.0  444.0  444.0
2023  95  4  5 1300  -16.9  976.1    3.7  135.0  444.0  444.0
2023  95  4  5 1400  -17.8  976.5    4.9  131.0  444.0  444.0
2023  95  4  5 1500  -18.5  977.1    6.6  150.0  444.0  444.0
2023  95  4  5 1600  -18.9  978.1    7.6  165.0  444.0  444.0
2023  95  4  5 1700  -18.4  978.7    7.8  156.0  444.0  444.0
2023  95  4  5 1800  -19.1  979.4    2.7  117.0  444.0  444.0
2023  95  4  5 1900  -19.1  980.3    0.7  166.0  444.0  444.0
2023  95  4  5 2000  -18.2  980.7    3.9  172.0  444.0  444.0
2023  95  4  5 2100  -18.5  981.1    2.0  115.0  444.0  444.0
2023  95  4  5 2200  -17.4  981.7    0.0    0.0  444.0  444.0
2023  95  4  5 2300  -18.2  982.4    1.7  148.0  444.0  444.0
2023  96  4  6 0000  -21.2  983.2    1.0  169.0  444.0  444.0
2023  96  4  6 0100  444.0  983.7    0.0    0.0  444.0  444.0
2023  96  4  6 0200  444.0  984.0    0.2  221.0  444.0  444.0
2023  96  4  6 0300  -19.4  984.5    0.0    0.0  444.0  444.0
2023  96  4  6 0400  -20.2  985.1    0.0    0.0  444.0  444.0
2023  96  4  6 0500  -20.5  985.3    0.0    0.0  444.0  444.0
2023  96  4  6 0600  -19.8  985.8    1.0  260.0  444.0  444.0
2023  96  4  6 0700  -20.5  986.2    0.0    0.0  444.0  444.0
2023  96  4  6 0800  -21.0  986.9    0.0    0.0  444.0  444.0
2023  96  4  6 0900  -20.2  987.2    1.0  271.0  444.0  444.0
2023  96  4  6 1000  -20.0  987.5    0.0    0.0  444.0  444.0
2023  96  4  6 1100  -20.2  987.9    0.0    0.0  444.0  444.0
2023  96  4  6 1200  -19.8  988.1    1.0  191.0  444.0  444.0
2023  96  4  6 1300  -18.2  988.1    2.2  181.0  444.0  444.0
2023  96  4  6 1400  -19.5  988.1    0.0    0.0  444.0  444.0
2023  96  4  6 1500  -18.5  988.2    0.2  228.0  444.0  444.0
2023  96  4  6 1600  -20.4  988.6    1.5  134.0  444.0  444.0
2023  96  4  6 1700  -17.4  988.5    0.7  248.0  444.0  444.0
2023  96  4  6 1800  -18.5  988.6    0.7  219.0  444.0  444.0
2023  96  4  6 1900  -19.5  989.0    0.0    0.0  444.0  444.0
2023  96  4  6 2000  -17.6  988.9    0.0    0.0  444.0  444.0
2023  96  4  6 2100  -19.5  989.0    0.2  288.0  444.0  444.0
2023  96  4  6 2200  -17.0  988.9    1.5  219.0  444.0  444.0
2023  96  4  6 2300  444.0  989.2    0.0    0.0  444.0  444.0
2023  97  4  7 0000  444.0  988.7    0.0    0.0  444.0  444.0
2023  97  4  7 0100  444.0  988.4    1.2  174.0  444.0  444.0
2023  97  4  7 0200  444.0  988.3    0.0    0.0  444.0  444.0
2023  97  4  7 0300  444.0  988.0    0.7  323.0  444.0  444.0
2023  97  4  7 0400  444.0  987.6    0.0    0.0  444.0  444.0
2023  97  4  7 0500  -19.4  988.0    2.2  149.0  444.0  444.0
2023  97  4  7 0600  -18.8  988.0    3.2  149.0  444.0  444.0
2023  97  4  7 0700  -19.1  988.3    2.5  104.0  444.0  444.0
2023  97  4  7 0800  -15.2  988.6    2.2  143.0  444.0  444.0
2023  97  4  7 0900  -15.0  988.7    3.9  136.0  444.0  444.0
2023  97  4  7 1000  -15.6  989.1    4.7  169.0  444.0  444.0
2023  97  4  7 1100  -15.8  989.2    4.2  158.0  444.0  444.0
2023  97  4  7 1200  -16.0  989.5    3.9  162.0  444.0  444.0
2023  97  4  7 1300  -15.0  989.4    4.4  163.0  444.0  444.0
2023  97  4  7 1400  -14.2  989.4    2.5  179.0  444.0  444.0
2023  97  4  7 1500  -14.2  989.4    2.2  138.0  444.0  444.0
2023  97  4  7 1600  -14.4  989.6    2.7  170.0  444.0  444.0
2023  97  4  7 1700  -14.8  989.5    3.9  197.0  444.0  444.0
2023  97  4  7 1800  -13.5  989.5    5.4  153.0  444.0  444.0
2023  97  4  7 1900  -14.1  989.5    5.9  143.0  444.0  444.0
2023  97  4  7 2000  -15.2  989.7    4.9  152.0  444.0  444.0
2023  97  4  7 2100  -16.4  989.6    2.2  124.0  444.0  444.0
2023  97  4  7 2200  444.0  989.6    0.0    0.0  444.0  444.0
2023  97  4  7 2300  444.0  989.2    0.0    0.0  444.0  444.0
2023  98  4  8 0000  444.0  988.9    0.0    0.0  444.0  444.0
2023  98  4  8 0100  -19.0  988.3    3.2  148.0  444.0  444.0
2023  98  4  8 0200  -19.2  988.0    3.7  125.0  444.0  444.0
2023  98  4  8 0300  -19.6  987.6    5.6  125.0  444.0  444.0
2023  98  4  8 0400  -19.6  987.9    1.5  142.0  444.0  444.0
2023  98  4  8 0500  -19.2  987.8    1.0  139.0  444.0  444.0
2023  98  4  8 0600  -21.2  987.8    2.5  136.0  444.0  444.0
2023  98  4  8 0700  -20.6  988.0    1.2  145.0  444.0  444.0
2023  98  4  8 0800  -22.4  988.0    2.9  135.0  444.0  444.0
2023  98  4  8 0900  -21.5  987.8    0.7  142.0  444.0  444.0
2023  98  4  8 1000  -20.1  987.7    0.2  250.0  444.0  444.0
2023  98  4  8 1100  -20.0  987.4    0.0    0.0  444.0  444.0
2023  98  4  8 1200  -21.0  987.2    0.0    0.0  444.0  444.0
2023  98  4  8 1300  -21.4  986.7    0.0    0.0  444.0  444.0
2023  98  4  8 1400  -21.4  986.3    0.0    0.0  444.0  444.0
2023  98  4  8 1500  -23.1  986.0    0.0    0.0  444.0  444.0
2023  98  4  8 1600  -22.8  986.0    1.0  148.0  444.0  444.0
2023  98  4  8 1700  -22.8  986.1    0.0    0.0  444.0  444.0
2023  98  4  8 1800  -22.8  985.8    0.0    0.0  444.0  444.0
2023  98  4  8 1900  -22.4  985.6    1.7  187.0  444.0  444.0
2023  98  4  8 2000  -22.4  985.6    2.2  111.0  444.0  444.0
2023  98  4  8 2100  -23.0  985.6    2.7  111.0  444.0  444.0
2023  98  4  8 2200  -21.5  985.5    5.4  158.0  444.0  444.0
2023  98  4  8 2300  -21.1  985.4    5.9  131.0  444.0  444.0
2023  99  4  9 0000  -21.2  985.4    6.1  131.0  444.0  444.0
2023  99  4  9 0100  -21.9  985.4    3.4  135.0  444.0  444.0
2023  99  4  9 0200  -22.1  985.0    5.1  134.0  444.0  444.0
2023  99  4  9 0300  -21.5  985.0    2.2  124.0  444.0  444.0
2023  99  4  9 0400  -22.0  984.9    3.2  122.0  444.0  444.0
2023  99  4  9 0500  -22.9  984.5    4.4  131.0  444.0  444.0
2023  99  4  9 0600  -23.1  984.4    3.7  125.0  444.0  444.0
2023  99  4  9 0700  -22.8  984.6    3.4  135.0  444.0  444.0
2023  99  4  9 0800  -22.4  984.7    3.4  186.0  444.0  444.0
2023  99  4  9 0900  -21.4  984.4    1.5  186.0  444.0  444.0
2023  99  4  9 1000  -21.2  984.2    0.0    0.0  444.0  444.0
2023  99  4  9 1100  -23.1  984.4    0.0    0.0  444.0  444.0
2023  99  4  9 1200  -23.2  984.3    0.0    0.0  444.0  444.0
2023  99  4  9 1300  -23.0  983.8    0.0    0.0  444.0  444.0
2023  99  4  9 1400  -23.1  983.5    0.5  217.0  444.0  444.0
2023  99  4  9 1500  -23.4  983.5    1.2  148.0  444.0  444.0
2023  99  4  9 1600  -23.0  983.4    1.5  145.0  444.0  444.0
2023  99  4  9 1700  -22.4  983.7    0.0    0.0  444.0  444.0
