month,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006487381913425132,0.0,0.021129544953464034,0.0029327233192400657,0.012606977966411468,0.0,0.0029297723910770234,0.011002367923648082,0.11568092698691258,1.0071097931510347,0.07477083506437501,0.01096178011559283,0.0,0.0,0.07488995369284712,0.0038247145087156363,0.3009148122746994,0.0047991027568677295,0.008453786415145765,0.0011243534950319048,0.03203434142505372,0.28309284416419606,0.015114062434010242
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032541976653411325,0.0,0.0,0.10101206921762597,0.02009239177457427,0.08907767816541197,0.32084097177877896,0.16383324367526567,0.5101906317820548,1.6353796855723164,0.0012529170166815954,0.18262694519468994,0.054014283940151946,0.054067516826735496,0.08564980827674439,0.0,0.04916563926703932,0.0,0.012713448597524752,0.05004485360101391,0.07690976395354866,0.014863167511540822,0.17371056124381035
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06887884263452575,0.34808071144096536,0.03616257098636507,0.017424685678867888,0.004191271969254462,0.03275836349591325,0.1492385120551642,0.5573172345598574,1.1331715604137154,,0.16422158041366053,0.1452673212965943,0.04766289890140892,0.14762608448719836,0.0037630791695950168,1.3925716277985463,0.05386267071487403,0.07740197874436712,0.03453668568868377,0.028294097471694545,0.033687817291295316,0.169347487284382
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6201790453158696,0.3390453893218414,0.2757498277969415,0.23229958488941277,0.06518621252216547,0.665459471639123,0.6649350999219519,1.093391351137547,0.640287157789912,0.0,,0.10575719371160984,0.15593081366079045,0.06172804071495253,0.04025532150204258,0.12431371690181568,0.38048806597644325,0.7869583902971962,0.26500041532666097,0.4402259871707691,0.21685222636993698,0.07027558793035098,1.1931402225506391
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5685423906092776,2.0393562079677747,0.5015377396277485,0.6000709321653015,0.19700793668972894,0.23146417469367123,0.14703536960915814,0.19630065160263022,0.2818620167089582,0.0,,0.6776796172722921,0.6578270162928678,0.0,0.20641376348994783,1.1217089738603845,0.0,0.6763594989918388,0.5921780235202453,0.014494074510642154,1.1046479899195096,0.28027756587745667,0.5355553744520258
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07961263444492037,0.0151410957270155,0.3194827719475509,0.6098122624513588,1.0563510810254981,0.8994904948785744,2.328958012385259,0.14353868482030194,0.40809992295958336,0.0,0.32521198282432406,0.05195397055854243,0.24096109297851678,0.014836523512508908,0.03140342308202662,0.11354285949963171,0.0,2.7644973560821016,0.6330441973277773,0.43691832834033906,0.14060809897710705,0.28038626389914,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23346391069324116,0.765886667672526,0.06155891678706997,0.384580194629887,0.16134705247851094,0.1798845771385806,0.8769524600309226,1.0241256415197126,1.669123907194119,0.000387015315270177,0.6501111900120365,0.4762505819441743,0.1568691263667917,0.21414896935825953,0.0,0.724468490775907,0.0,1.5943947170031294,0.871035671765546,0.07581507998503623,1.8716162134401546,0.025138206256584826,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09213239181898236,0.4220345788199725,0.002967836352336653,0.7082755558831881,0.8674213743314328,1.28403517034514,0.15776312303208748,0.16976463517682763,0.9708462812971821,0.0,0.7696684236706796,0.2579528718177192,3.824733292984027,0.24589504199311737,0.16972525153767823,1.9396677018622692,0.0,2.2896938833027893,0.7680788359298811,0.008340309889719916,1.5599419327233235,0.0,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2209112743780087,0.2690345786778673,0.49810166188558297,0.3650139342629257,0.08607023221233488,0.13025524953744588,0.8365005951813942,2.6971459109430116,0.22630596962740762,0.13502312985113948,0.0,,0.029391189924914015,0.6918159332258678,0.0067979951896003565,0.036250993469995205,0.19648651309852436,,1.3115519396823465,0.3720378342071807,0.09265827013438672,1.4791877442729044,1.52186359050977,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3496048168357073,0.0014797569577407774,0.06688432715636174,0.015035858837150508,0.31331724275868894,0.21067464061089455,0.05586481968927558,0.08777389685210216,0.26455274886920377,0.4850009009796518,3.38529100952829,,0.0,0.0,0.25477482878349156,0.3583046003611765,0.024643340399712915,1.945518355662281,0.04421535846302278,0.25087992941238757,0.27498811069982126,0.003390849664885916,0.09846122592499054,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003289257254705391,0.10322578241856732,0.0,0.002692754795510956,0.0,0.024728767319754038,0.003390208011766094,0.08827524194146913,0.2071056241934948,0.9040570567720914,3.1052662732844203,0.0,0.08955497824507215,0.0,0.3502342676425412,0.0,0.26054734561611126,0.02944449025467743,0.0,0.22944744152820637,0.0,0.5789794975095429,0.04578550789987254,
