Year: 2019  Month: 08  ID: CBD  ARGOS: 99609  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2019 213  8  1 0000  -27.3  996.0    4.5   60.9   60.0  444.0
2019 213  8  1 0100  -27.0  995.8    4.4   62.4   59.8  444.0
2019 213  8  1 0200  -27.0  995.6    5.0   63.7   61.0  444.0
2019 213  8  1 0300  -27.1  995.6    5.5   60.8   58.0  444.0
2019 213  8  1 0400  -27.1  995.7    6.7   63.5   57.4  444.0
2019 213  8  1 0500  -26.9  995.3    7.8   50.5   53.7  444.0
2019 213  8  1 0600  -26.9  994.4    9.7   55.8   52.2  444.0
2019 213  8  1 0700  -26.9  994.2   10.5   52.8   53.0  444.0
2019 213  8  1 0800  -26.3  994.0   11.2   52.6   49.1  444.0
2019 213  8  1 0900  -26.1  993.9   11.1   56.0   49.4  444.0
2019 213  8  1 1000  -26.2  993.3    9.6   29.1   51.6  444.0
2019 213  8  1 1100  -26.3  993.7    8.5   35.4   50.4  444.0
2019 213  8  1 1200  -27.3  993.9    3.0  178.1   55.0  444.0
2019 213  8  1 1300  -27.1  993.9    1.9  163.3   56.1  444.0
2019 213  8  1 1400  -28.3  993.7    2.1  137.9   59.0  444.0
2019 213  8  1 1500  -28.5  993.6    2.4  139.5   58.0  444.0
2019 213  8  1 1600  -28.6  993.7    2.1  131.7   58.3  444.0
2019 213  8  1 1700  -28.5  993.4    3.8  137.8   57.0  444.0
2019 213  8  1 1800  -28.7  993.0    3.4  132.5   56.0  444.0
2019 213  8  1 1900  -28.9  993.1    1.3  128.5   59.8  444.0
2019 213  8  1 2000  -29.3  993.4    2.8  119.8   58.6  444.0
2019 213  8  1 2100  -29.9  993.5    2.0   89.4   61.5  444.0
2019 213  8  1 2200  -29.3  993.4    3.2  176.3   60.4  444.0
2019 213  8  1 2300  -30.8  993.7    2.0  200.5   64.1  444.0
2019 214  8  2 0000  -31.1  993.8    2.1  179.1   65.7  444.0
2019 214  8  2 0100  -32.7  993.7    2.6  196.3   66.0  444.0
2019 214  8  2 0200  -32.2  993.8    0.0    0.0   67.0  444.0
2019 214  8  2 0300  -31.7  993.8    1.5   73.6   68.5  444.0
2019 214  8  2 0400  -30.4  994.3    0.4  113.4   70.1  444.0
2019 214  8  2 0500  -30.1  995.2    3.3   52.8   69.7  444.0
2019 214  8  2 0600  -30.8  995.8    1.9  109.4   69.5  444.0
2019 214  8  2 0700  -30.5  996.2    1.4  163.7   69.8  444.0
2019 214  8  2 0800  -31.0  996.7    0.7  128.3   69.8  444.0
2019 214  8  2 0900  -31.0  996.7    2.7  148.0   69.7  444.0
2019 214  8  2 1000  -30.9  997.2    1.1  200.1   69.7  444.0
2019 214  8  2 1100  -31.5  997.3    3.8  118.8   68.4  444.0
2019 214  8  2 1200  -30.7  997.4    1.1   96.0   66.4  444.0
2019 214  8  2 1300  -30.0  997.2    3.9   76.8   61.5  444.0
2019 214  8  2 1400  -30.1  997.5    5.6   62.8   57.9  444.0
2019 214  8  2 1500  -31.1  997.5    7.1   44.5   61.9  444.0
2019 214  8  2 1600  -31.4  997.6    7.3   51.1   65.9  444.0
2019 214  8  2 1700  -32.0  998.4    4.4   73.6   66.1  444.0
2019 214  8  2 1800  -32.1  998.7    4.5   70.0   65.3  444.0
2019 214  8  2 1900  -32.1  998.7    4.0   61.5   65.3  444.0
2019 214  8  2 2000  -32.1  998.7    4.2   61.9   63.6  444.0
2019 214  8  2 2100  -32.6  999.1    2.4   94.8   63.0  444.0
2019 214  8  2 2200  -32.2  998.9    3.3   73.8   64.1  444.0
2019 214  8  2 2300  -32.0  999.0    1.9  127.9   65.8  444.0
2019 215  8  3 0000  -32.4  998.8    3.6  151.3   63.9  444.0
2019 215  8  3 0100  -32.2  998.5    0.5  126.4   62.8  444.0
2019 215  8  3 0200  -33.0  998.5    2.8  134.1   61.8  444.0
2019 215  8  3 0300  -32.8  997.9    1.4  110.9   62.2  444.0
2019 215  8  3 0400  -32.8  997.9    2.1   79.9   63.2  444.0
2019 215  8  3 0500  -32.9  997.3    5.9   58.0   61.4  444.0
2019 215  8  3 0600  -33.1  997.0    7.2   58.9   61.9  444.0
2019 215  8  3 0700  -32.6  996.7    8.2   52.1   59.7  444.0
2019 215  8  3 0800  -32.7  996.4    8.4   50.8   58.5  444.0
2019 215  8  3 0900  -32.5  996.4    7.4   34.3   60.1  444.0
2019 215  8  3 1000  -31.5  995.8    8.1   58.8   55.4  444.0
2019 215  8  3 1100  -31.1  995.5    8.7   48.6   54.7  444.0
2019 215  8  3 1200  -31.3  995.9    8.4   28.6   57.0  444.0
2019 215  8  3 1300  -30.9  995.3    8.6   48.4   54.5  444.0
2019 215  8  3 1400  -31.5  995.4    8.8   35.2   51.5  444.0
2019 215  8  3 1500  -31.6  995.0    9.5   29.0   54.7  444.0
2019 215  8  3 1600  -31.1  994.9   12.5   22.4   58.2  444.0
2019 215  8  3 1700  -31.1  995.4   10.4   26.6   62.8  444.0
2019 215  8  3 1800  -31.1  996.2   10.2   26.6   62.8  444.0
2019 215  8  3 1900  -31.2  997.4    4.7   53.6   58.8  444.0
2019 215  8  3 2000  -30.6  998.5    2.2  166.0   59.2  444.0
2019 215  8  3 2100  -29.7  999.0    6.7   30.9   58.1  444.0
2019 215  8  3 2200  -29.0  999.7    8.6   26.6   57.8  444.0
2019 215  8  3 2300  -29.1 1000.7    5.3   29.7   59.1  444.0
2019 216  8  4 0000  -29.0 1001.4    5.2   32.6   59.4  444.0
2019 216  8  4 0100  -28.5 1001.9    3.4   34.0   58.4  444.0
2019 216  8  4 0200  -28.3 1002.5    0.3   46.2   59.7  444.0
2019 216  8  4 0300  -28.4 1003.3    1.7  185.3   61.4  444.0
2019 216  8  4 0400  -28.3 1003.7    1.9  190.6   62.4  444.0
2019 216  8  4 0500  -28.0 1004.6    1.8  174.4   61.7  444.0
2019 216  8  4 0600  -27.7 1005.4    2.4  190.4   57.6  444.0
2019 216  8  4 0700  -28.0 1006.0    4.8  193.8   58.9  444.0
2019 216  8  4 0800  -28.7 1006.7    6.4  210.0   61.7  444.0
2019 216  8  4 0900  -29.0 1007.2    7.7  208.7   60.4  444.0
2019 216  8  4 1000  -28.4 1007.8    1.3  205.4   63.8  444.0
2019 216  8  4 1100  -27.8 1007.7    0.1  271.2   66.1  444.0
2019 216  8  4 1200  444.0  444.0  444.0  444.0  444.0  444.0
2019 216  8  4 1300  -27.5 1008.9    4.2    6.2   72.7  444.0
2019 216  8  4 1400  -27.8 1010.1    3.0  272.1   73.4  444.0
2019 216  8  4 1500  -28.0 1010.3    6.4  257.9   73.4  444.0
2019 216  8  4 1600  -28.2 1010.9    4.9  198.9   73.2  444.0
2019 216  8  4 1700  -28.6 1011.1    2.6   37.3   72.0  444.0
2019 216  8  4 1800  -28.8 1010.5    5.9   15.1   69.8  444.0
2019 216  8  4 1900  -29.6 1011.3    2.9   52.5   70.7  444.0
2019 216  8  4 2000  -29.0 1011.2    2.2  224.4   71.6  444.0
2019 216  8  4 2100  -27.9 1011.8    2.2   26.7   71.7  444.0
2019 216  8  4 2200  -27.7 1012.3    1.6  227.0   72.8  444.0
