Year: 2020  Month: 07  ID: CBD  ARGOS: 99609  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2020 183  7  1 0000  -17.0  994.7    5.0  181.6   70.6  444.0
2020 183  7  1 0100  -17.1  993.7    5.5  184.1   69.5  444.0
2020 183  7  1 0200  -16.8  993.3    3.7  190.4   68.9  444.0
2020 183  7  1 0300  -16.3  992.5    4.7  199.5   54.0  444.0
2020 183  7  1 0400  -15.5  992.0    4.8  193.6   42.3  444.0
2020 183  7  1 0500  -15.3  991.6    5.2  187.4   36.0  444.0
2020 183  7  1 0600  -15.2  991.1    5.8  198.8   43.0  444.0
2020 183  7  1 0700  -15.0  991.2    4.3  169.9   49.1  444.0
2020 183  7  1 0800  -15.5  990.8    3.9  191.4   57.6  444.0
2020 183  7  1 0900  -15.1  990.0    5.1  193.3   48.0  444.0
2020 183  7  1 1000  -14.2  989.8    5.8  193.2   42.2  444.0
2020 183  7  1 1100  -14.1  989.6    4.6  199.0   45.9  444.0
2020 183  7  1 1200  -13.7  989.1    4.2  191.5   52.4  444.0
2020 183  7  1 1300  -13.0  988.0    8.3  192.2   52.3  444.0
2020 183  7  1 1400  -10.7  986.2    9.0  208.0   59.2  444.0
2020 183  7  1 1500   -5.9  985.7    6.6  192.4   43.1  444.0
2020 183  7  1 1600   -5.2  984.8   12.8  201.7   41.9  444.0
2020 183  7  1 1700   -6.1  985.3    4.3   77.2   34.8  444.0
2020 183  7  1 1800   -7.2  986.0    4.0   48.7   35.0  444.0
2020 183  7  1 1900   -6.9  985.9    6.5   56.8   37.2  444.0
2020 183  7  1 2000   -7.3  986.3    3.0   84.7   43.3  444.0
2020 183  7  1 2100   -5.5  984.8    5.7  185.9   44.4  444.0
2020 183  7  1 2200   -2.2  984.9   17.1  193.3   42.7  444.0
2020 183  7  1 2300   -2.2  984.3   17.4  192.9   44.4  444.0
2020 184  7  2 0000   -2.7  985.8    1.3  167.2   32.6  444.0
2020 184  7  2 0100   -2.5  985.1    2.0  105.9   41.2  444.0
2020 184  7  2 0200    0.1  984.3   19.8  201.0   36.1  444.0
2020 184  7  2 0300   -0.7  984.3   10.4  199.1   38.4  444.0
2020 184  7  2 0400   -0.2  984.0   16.6  196.3   42.0  444.0
2020 184  7  2 0500   -0.7  984.5   25.7  202.6   43.3  444.0
2020 184  7  2 0600   -3.2  984.7   21.5  199.7   63.2  444.0
2020 184  7  2 0700   -1.7  983.8   26.3  203.6   60.1  444.0
2020 184  7  2 0800   -1.6  984.8   20.9  192.9   56.7  444.0
2020 184  7  2 0900   -0.4  985.4   24.3  188.5   53.4  444.0
2020 184  7  2 1000   -1.9  987.2   24.1  187.0   64.4  444.0
2020 184  7  2 1100   -2.3  987.9   20.1  194.9   67.6  444.0
2020 184  7  2 1200   -5.5  989.8   18.6  195.0   73.4  444.0
2020 184  7  2 1300   -6.6  994.7   20.3  192.2   72.8  444.0
2020 184  7  2 1400   -6.3  996.8   19.8  185.4   58.4  444.0
2020 184  7  2 1500   -7.1  998.9   17.0  179.5   53.6  444.0
2020 184  7  2 1600   -7.4 1001.7    5.6  160.7   58.8  444.0
2020 184  7  2 1700   -8.4 1003.7    2.1  107.0   69.9  444.0
2020 184  7  2 1800   -5.5 1002.4   14.8  199.6   46.8  444.0
2020 184  7  2 1900   -6.4 1003.6   15.8  207.1   56.1  444.0
2020 184  7  2 2000   -6.3  444.0   18.9  202.5   45.8  444.0
2020 184  7  2 2100   -5.1 1004.6   16.2  196.4   38.4  444.0
2020 184  7  2 2200   -5.7 1005.2   12.0  191.1   44.6  444.0
2020 184  7  2 2300   -8.5 1006.8    6.6    9.2   67.0  444.0
2020 185  7  3 0000   -7.9 1006.5    5.5   37.2   59.2  444.0
2020 185  7  3 0100   -9.1 1007.4    4.1   32.8   70.5  444.0
2020 185  7  3 0200   -8.9 1007.4    4.9   60.1   67.7  444.0
2020 185  7  3 0300   -8.3 1007.1    4.1   62.8   58.9  444.0
2020 185  7  3 0400   -9.2 1007.2    1.8   93.3   61.0  444.0
2020 185  7  3 0500   -9.5 1007.1    2.9  191.0   70.7  444.0
2020 185  7  3 0600  -10.6 1006.5    5.0  178.5   73.8  444.0
2020 185  7  3 0700  -10.3 1005.5    3.4  169.8   73.8  444.0
2020 185  7  3 0800  -10.6 1004.3    2.4  140.1   67.7  444.0
2020 185  7  3 0900   -9.4 1002.7    2.6   47.5   60.8  444.0
2020 185  7  3 1000  -10.7 1001.0    5.2   57.6   70.0  444.0
2020 185  7  3 1100  -10.9  999.6    5.3   61.0   59.3  444.0
2020 185  7  3 1200  -10.7  997.2    7.1   46.6   55.5  444.0
2020 185  7  3 1300   -8.5  995.0    8.5   47.7   42.0  444.0
2020 185  7  3 1400   -7.6  992.6   10.9   46.6   31.7  444.0
2020 185  7  3 1500   -6.3  989.9    9.8   46.9   25.9  444.0
