Year: 2015  Month: 07  ID: CBD  ARGOS: 99504  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2015 182  7  1 0000  -25.4 1005.2    2.0  124.5   71.5  444.0
2015 182  7  1 0100  -25.2 1004.9    1.9  112.1   73.7  444.0
2015 182  7  1 0200  -25.5 1004.3    4.6   82.3   70.7  444.0
2015 182  7  1 0300  -25.3 1004.0    3.7  161.3   73.0  444.0
2015 182  7  1 0400  -25.7 1004.0    4.1  182.9   73.5  444.0
2015 182  7  1 0500  -25.9 1004.2    1.3  131.1   72.3  444.0
2015 182  7  1 0600  -25.7 1004.1    5.2   73.1   68.3  444.0
2015 182  7  1 0700  -25.7 1004.3    1.0  113.0   68.9  444.0
2015 182  7  1 0800  -25.7 1004.0    0.7  155.7   70.8  444.0
2015 182  7  1 0900  -26.1 1003.9    3.7  172.9   73.8  444.0
2015 182  7  1 1000  -25.8 1003.6    2.0   89.0   75.2  444.0
2015 182  7  1 1100  -26.0 1002.4    9.2   79.1   70.9  444.0
2015 182  7  1 1200  -26.1 1003.3    7.2   76.0   70.0  444.0
2015 182  7  1 1300  -26.1 1003.4    0.3   99.9   69.4  444.0
2015 182  7  1 1400  -26.1 1003.4    1.7  159.9   70.8  444.0
2015 182  7  1 1500  -26.0 1003.2    2.2  113.9   69.5  444.0
2015 182  7  1 1600  -26.3 1002.9    0.3   96.4   75.0  444.0
2015 182  7  1 1700  -25.9 1001.7    8.8   83.9   72.6  444.0
2015 182  7  1 1800  -26.2 1002.4    5.0   62.0   74.4  444.0
2015 182  7  1 1900  -25.6 1002.1    4.7   91.5   76.7  444.0
2015 182  7  1 2000  -25.4 1001.9    2.2   96.1   76.3  444.0
2015 182  7  1 2100  -25.2 1001.8    6.6   85.9   62.3  444.0
2015 182  7  1 2200  -25.4 1001.6    5.3   66.5   65.8  444.0
2015 182  7  1 2300  -25.4 1001.7    4.7   75.9   71.4  444.0
2015 183  7  2 0000  -25.5 1001.4    5.0   80.2   75.0  444.0
2015 183  7  2 0100  -25.4 1000.9    4.1   78.9   75.3  444.0
2015 183  7  2 0200  -25.2 1000.5    5.2   80.1   73.8  444.0
2015 183  7  2 0300  -25.3 1000.3    3.1   81.4   74.1  444.0
2015 183  7  2 0400  -25.4 1000.2    3.8   85.7   75.5  444.0
2015 183  7  2 0500  -25.2  999.9    4.5   76.3   73.8  444.0
2015 183  7  2 0600  -25.4  999.5    6.3   75.8   74.0  444.0
2015 183  7  2 0700  -25.8  999.7    7.5   82.1   73.3  444.0
2015 183  7  2 0800  -25.8  999.6    5.6   82.6   73.9  444.0
2015 183  7  2 0900  -26.0  999.2    4.4   46.2   76.4  444.0
2015 183  7  2 1000  -26.5  999.0    4.9   73.9   77.3  444.0
2015 183  7  2 1100  -27.0  999.0    5.4   70.5   77.1  444.0
2015 183  7  2 1200  -26.8  998.8    3.9   75.0   76.6  444.0
2015 183  7  2 1300  -26.8  998.9    3.9   82.2   75.7  444.0
2015 183  7  2 1400  -26.8  999.4    3.3   75.4   76.0  444.0
2015 183  7  2 1500  -26.9  999.7    2.3   89.1   75.8  444.0
2015 183  7  2 1600  -27.2  999.7    2.0  111.8   74.4  444.0
2015 183  7  2 1700  -27.2 1000.0    2.4   90.2   74.3  444.0
2015 183  7  2 1800  -27.4  999.9    1.6  113.7   73.9  444.0
2015 183  7  2 1900  -27.4  999.9    2.2  157.7   73.9  444.0
2015 183  7  2 2000  -27.3 1000.2    3.3  196.0   73.8  444.0
2015 183  7  2 2100  -27.4 1000.6    2.3  203.1   74.2  444.0
2015 183  7  2 2200  -27.4 1000.8    1.7  187.9   71.7  444.0
2015 183  7  2 2300  -27.7 1000.8    3.2  178.5   72.3  444.0
2015 184  7  3 0000  -27.8 1001.0    2.4  176.9   71.0  444.0
2015 184  7  3 0100  -27.9 1001.0    2.3  162.9   68.2  444.0
2015 184  7  3 0200  -28.0 1000.8    3.8  152.0   64.0  444.0
2015 184  7  3 0300  -28.2 1000.7    2.8  155.6   65.0  444.0
2015 184  7  3 0400  -28.1 1000.9    3.4  150.7   65.1  444.0
2015 184  7  3 0500  -27.9 1000.8    3.1  143.9   63.3  444.0
2015 184  7  3 0600  -27.9 1000.9    2.5  139.3   62.3  444.0
2015 184  7  3 0700  -27.9 1000.9    2.6  131.9   62.3  444.0
2015 184  7  3 0800  -27.4 1000.9    1.2  116.1   61.8  444.0
2015 184  7  3 0900  -28.5 1000.6    2.6  134.3   64.2  444.0
2015 184  7  3 1000  -28.3 1000.7    2.6  116.5   66.6  444.0
2015 184  7  3 1100  -28.1 1000.6    2.4  101.1   68.0  444.0
2015 184  7  3 1200  -28.6 1000.6    3.0  122.1   68.2  444.0
2015 184  7  3 1300  -29.0 1000.3    0.9  101.3   68.9  444.0
2015 184  7  3 1400  -29.4 1000.3    1.5   94.8   69.9  444.0
2015 184  7  3 1500  -29.4 1000.4    2.7  111.1   68.9  444.0
2015 184  7  3 1600  -29.6 1000.2    2.9  115.2   69.2  444.0
2015 184  7  3 1700  -29.3 1000.1    2.1  100.3   68.8  444.0
2015 184  7  3 1800  -29.1 1000.2    2.6   99.7   68.6  444.0
2015 184  7  3 1900  -29.5 1000.2    2.9  118.0   68.6  444.0
2015 184  7  3 2000  -29.9 1000.4    3.4  117.7   69.5  444.0
2015 184  7  3 2100  -30.0 1000.5    3.1  117.5   69.2  444.0
2015 184  7  3 2200  -29.7 1000.4    2.9  119.9   70.8  444.0
2015 184  7  3 2300  -30.0 1000.1    3.2  119.4   71.2  444.0
2015 185  7  4 0000  -29.7  999.8    2.0  121.0   69.7  444.0
2015 185  7  4 0100  -30.0  999.8    2.3  124.9   69.6  444.0
2015 185  7  4 0200  -30.1  999.7    2.5  115.2   70.5  444.0
2015 185  7  4 0300  -30.4  999.8    2.5  108.3   70.7  444.0
2015 185  7  4 0400  -30.7  999.4    3.4  114.4   69.2  444.0
2015 185  7  4 0500  -30.4  999.2    2.4  108.3   70.7  444.0
2015 185  7  4 0600  -30.7  999.1    3.2  119.0   71.5  444.0
2015 185  7  4 0700  -30.7  998.9    3.2  110.2   72.5  444.0
2015 185  7  4 0800  -30.6  998.6    3.2   84.5   70.2  444.0
2015 185  7  4 0900  -30.8  998.2    2.1   91.7   64.6  444.0
2015 185  7  4 1000  -30.2  998.0    3.3   80.6   62.8  444.0
2015 185  7  4 1100  -30.3  997.2    3.9   78.0   61.7  444.0
2015 185  7  4 1200  -30.0  996.7    5.1   81.1   63.0  444.0
2015 185  7  4 1300  -29.7  996.0    7.2   68.2   65.4  444.0
2015 185  7  4 1400  -28.7  994.8   10.2   82.2   54.5  444.0
