Year: 2023  Month: 07  ID: CBD  ARGOS: 99609  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2023 182  7  1 0000  -27.1 1007.0    2.5   76.5   47.1  444.0
2023 182  7  1 0100  -27.0 1006.2    2.4   96.8   46.0  444.0
2023 182  7  1 0200  -26.9 1005.6    2.2   82.6   48.2  444.0
2023 182  7  1 0300  -26.5 1005.2    4.0   55.2   42.9  444.0
2023 182  7  1 0400  -26.1 1005.5    2.1   77.2   42.8  444.0
2023 182  7  1 0500  -25.9 1005.4    2.5  119.7   40.4  444.0
2023 182  7  1 0600  -25.7 1004.9    3.2  157.5   39.7  444.0
2023 182  7  1 0700  -25.8 1004.3    3.2  163.6   49.5  444.0
2023 182  7  1 0800  -25.6 1004.4    2.6  163.5   52.4  444.0
2023 182  7  1 0900  -25.4 1004.2    1.7  167.2   54.7  444.0
2023 182  7  1 1000  -25.3 1003.8    2.2  176.2   57.9  444.0
2023 182  7  1 1100  -25.4 1002.8    3.8  175.8   58.2  444.0
2023 182  7  1 1200  -24.9 1001.4    6.4  202.6   59.4  444.0
2023 182  7  1 1300  -24.7 1000.6    8.4  208.7   61.4  444.0
2023 182  7  1 1400  -25.3 1000.5    8.6  206.3   57.5  444.0
2023 182  7  1 1500  -25.2 1000.6    8.2  208.5   59.8  444.0
2023 182  7  1 1600  -25.4 1000.3    7.7  221.9   61.7  444.0
2023 182  7  1 1700  -26.6 1000.1    8.4  224.3   62.1  444.0
2023 182  7  1 1800  -25.8  999.3    2.4  196.5   63.4  444.0
2023 182  7  1 1900  -26.2  999.0    2.7  181.9   66.9  444.0
2023 182  7  1 2000  -25.9  998.4    5.3   10.4   68.8  444.0
2023 182  7  1 2100  -24.8  996.9   12.2   28.1   69.2  444.0
2023 182  7  1 2200  -24.6  997.6    7.6  202.5   71.5  444.0
2023 182  7  1 2300  -23.8  999.3    1.6   72.2   69.4  444.0
2023 183  7  2 0000  -24.2  999.4    5.5   28.9   71.3  444.0
2023 183  7  2 0100  -24.4  999.3    5.0   25.9   72.7  444.0
2023 183  7  2 0200  -24.1  999.5    6.4   30.1   63.8  444.0
2023 183  7  2 0300  -24.0  999.1    7.6   30.7   64.8  444.0
2023 183  7  2 0400  -24.4  999.4    8.3   34.5   67.0  444.0
2023 183  7  2 0500  -24.4 1000.2    5.9   40.8   69.0  444.0
2023 183  7  2 0600  -24.3 1000.5    4.5   49.1   69.6  444.0
