Year: 2024  Month: 08  ID: CBD  ARGOS: 99609  Name: Cape Bird           
Lat: 77.22S  Lon: 166.45E  Elev:   38m
2024 214  8  1 0000  444.0  982.4    6.0  154.8   40.3  444.0
2024 214  8  1 0100  444.0  981.7   16.2  188.3   52.1  444.0
2024 214  8  1 0200  444.0  982.0   19.9  187.3   49.4  444.0
2024 214  8  1 0300  444.0  986.1    2.5  106.0   47.2  444.0
2024 214  8  1 0400  444.0  979.7   24.9  190.0   55.5  444.0
2024 214  8  1 0500  444.0  978.0   25.6  187.9   71.7  444.0
2024 214  8  1 0600  444.0  977.3   27.4  199.8   60.2  444.0
2024 214  8  1 0700  444.0  979.6   26.8  200.2   50.7  444.0
2024 214  8  1 0800  444.0  979.4   22.1  193.5   47.7  444.0
2024 214  8  1 0900  444.0  979.8   27.0  193.7   50.8  444.0
2024 214  8  1 1000  444.0  978.2   26.1  191.8   42.7  444.0
2024 214  8  1 1100  444.0  977.7   26.7  199.9   44.6  444.0
2024 214  8  1 1200  444.0  976.1   27.9  204.5   45.9  444.0
2024 214  8  1 1300  444.0  977.7   20.0  203.0   46.8  444.0
2024 214  8  1 1400  444.0  975.7   24.8  198.7   31.1  444.0
2024 214  8  1 1500  444.0  974.3   22.7  223.4   62.3  444.0
2024 214  8  1 1600  444.0  974.0   20.1  218.6   50.2  444.0
2024 214  8  1 1700  444.0  970.8   18.7  207.7   42.9  444.0
2024 214  8  1 1800  444.0  967.3   28.2  192.0   45.0  444.0
2024 214  8  1 1900  444.0  972.4   22.3  181.1   41.0  444.0
2024 214  8  1 2000  444.0  972.1   31.6  183.6   51.1  444.0
2024 214  8  1 2100  444.0  973.1   22.3  181.9   58.0  444.0
2024 214  8  1 2200  444.0  973.7   20.2  178.8   56.5  444.0
2024 214  8  1 2300  444.0  975.4   25.1  185.2   47.3  444.0
2024 215  8  2 0000  444.0  974.8   23.4  186.8   90.4  444.0
2024 215  8  2 0100  444.0  978.4   16.9  185.5   98.5  444.0
2024 215  8  2 0200  444.0  978.1   19.5  192.8  444.0  444.0
2024 215  8  2 0300  444.0  975.6   22.4  192.1  444.0  444.0
2024 215  8  2 0400  444.0  977.2   19.5  192.3   98.3  444.0
2024 215  8  2 0500  444.0  978.3   21.8  182.6   85.6  444.0
2024 215  8  2 0600  444.0  978.8   19.6  197.6   81.7  444.0
2024 215  8  2 0700  444.0  976.4   23.2  196.7   81.0  444.0
2024 215  8  2 0800  444.0  975.1   22.6  197.1   84.0  444.0
2024 215  8  2 0900  444.0  978.7   24.8  180.4   54.4  444.0
2024 215  8  2 1000  444.0  980.0   21.4  197.3   57.1  444.0
2024 215  8  2 1100  444.0  979.5   23.1  201.8   79.5  444.0
2024 215  8  2 1200  444.0  983.9   21.2  190.9   86.0  444.0
2024 215  8  2 1300  444.0  985.4   19.6  192.5   95.8  444.0
2024 215  8  2 1400  444.0  990.8   18.5  155.4   99.1  444.0
2024 215  8  2 1500  444.0  991.4   18.4  184.4   91.8  444.0
2024 215  8  2 1600  444.0  990.1   15.7  195.2   78.5  444.0
2024 215  8  2 1700  444.0  993.1   16.5  191.2   74.4  444.0
2024 215  8  2 1800  444.0  996.0    7.6  168.2   56.7  444.0
2024 215  8  2 1900  444.0  996.2    6.7   90.0   56.1  444.0
2024 215  8  2 2000  444.0  995.8   11.3   58.7   74.6  444.0
2024 215  8  2 2100  444.0  997.8    7.8   50.0   59.6  444.0
2024 215  8  2 2200  444.0  999.3    4.6  125.8   50.8  444.0
2024 215  8  2 2300  444.0  997.4    9.9  177.0   53.7  444.0
2024 216  8  3 0000  444.0  997.4   11.5  178.1   58.1  444.0
2024 216  8  3 0100  444.0  994.7   19.3  198.1   58.5  444.0
2024 216  8  3 0200  444.0  995.0    6.4  182.7   36.3  444.0
2024 216  8  3 0300  444.0  996.1    7.8   49.6   42.4  444.0
2024 216  8  3 0400  444.0  995.7    8.9   45.0   45.5  444.0
2024 216  8  3 0500  444.0  995.5    6.6   57.9   41.6  444.0
2024 216  8  3 0600  444.0  997.6    5.7   70.4   51.1  444.0
2024 216  8  3 0700  444.0  996.5    5.7   77.2   51.6  444.0
2024 216  8  3 0800  444.0  997.5    4.7   65.7   57.7  444.0
2024 216  8  3 0900  444.0  997.7    5.5   56.8   55.8  444.0
2024 216  8  3 1000  444.0  998.0    4.5   74.0   56.8  444.0
2024 216  8  3 1100  444.0  997.8    4.3   76.6   58.9  444.0
2024 216  8  3 1200  444.0  999.3    3.5   84.1   53.5  444.0
2024 216  8  3 1300  444.0  999.0    5.1   65.0   57.5  444.0
2024 216  8  3 1400  444.0  999.9    5.3   46.7   62.4  444.0
2024 216  8  3 1500  444.0 1000.6    8.4   53.7   74.5  444.0
2024 216  8  3 1600  444.0 1000.7    4.0   61.6   77.7  444.0
2024 216  8  3 1700  444.0 1000.4    3.2   77.6   74.2  444.0
2024 216  8  3 1800  444.0 1000.7    3.6   98.1   63.5  444.0
2024 216  8  3 1900  444.0 1000.5    5.1   58.4   59.6  444.0
2024 216  8  3 2000  444.0 1000.7    3.9   35.4   74.1  444.0
2024 216  8  3 2100  444.0 1001.1    0.7   58.6   70.1  444.0
