Year: 2019  Month: 12  ID: CBD  ARGOS: 99609  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2019 335 12  1 0000   -4.3  994.1    4.7   43.8   85.9  444.0
2019 335 12  1 0100   -4.2  993.7    4.9   29.1   86.0  444.0
2019 335 12  1 0200   -4.2  993.6    4.3   24.7   85.4  444.0
2019 335 12  1 0300   -4.1  993.5    4.6   17.9   83.5  444.0
2019 335 12  1 0400   -3.7  993.1    3.9   20.9   81.8  444.0
2019 335 12  1 0500   -4.0  992.4    4.9   36.5   83.2  444.0
2019 335 12  1 0600   -3.9  992.3    5.2   12.9   81.5  444.0
2019 335 12  1 0700   -3.8  992.0    6.3   19.1   81.8  444.0
2019 335 12  1 0800   -4.0  992.0    6.7   20.4   82.1  444.0
2019 335 12  1 0900   -4.5  991.9    7.9   51.3   73.5  444.0
2019 335 12  1 1000   -4.5  992.0    5.8   61.8   69.0  444.0
2019 335 12  1 1100   -4.1  992.1    4.5   75.3   65.2  444.0
2019 335 12  1 1200   -4.0  992.2    3.0   77.6   66.0  444.0
2019 335 12  1 1300   -4.1  992.2    4.4   45.7   69.5  444.0
2019 335 12  1 1400   -4.1  992.2    4.3   45.2   69.4  444.0
2019 335 12  1 1500   -3.9  992.1    3.7   53.3   67.2  444.0
2019 335 12  1 1600   -3.9  992.1    3.5   65.9   70.4  444.0
2019 335 12  1 1700   -3.8  992.4    3.0   40.2   70.8  444.0
2019 335 12  1 1800   -3.6  992.6    3.0   52.0   67.8  444.0
2019 335 12  1 1900   -3.3  992.9    3.1   53.0   63.6  444.0
2019 335 12  1 2000   -3.0  993.1    4.1   39.4   63.6  444.0
2019 335 12  1 2100   -3.4  993.6    4.3   54.6   66.0  444.0
2019 335 12  1 2200   -3.0  994.3    4.1   51.0   68.6  444.0
2019 335 12  1 2300   -2.5  994.9    3.6   43.7   61.8  444.0
2019 336 12  2 0000   -2.3  995.7    2.5   18.0   64.0  444.0
2019 336 12  2 0100   -2.5  996.1    3.1   23.2   68.0  444.0
