Year: 2016  Month: 05  ID: CBD  ARGOS: 99504  Name: Cape Bird           
Lat: 77.22S  Lon: 166.45E  Elev:   38m
2016 122  5  1 0000  -27.6 1003.2  444.0  444.0   68.9  444.0
2016 122  5  1 0100  -27.7 1003.4  444.0  444.0   68.1  444.0
2016 122  5  1 0200  -28.2 1003.9  444.0  444.0   67.3  444.0
2016 122  5  1 0300  -28.2 1004.0  444.0  444.0   68.0  444.0
2016 122  5  1 0400  -28.5 1004.3  444.0  444.0   67.8  444.0
2016 122  5  1 0500  -28.5 1004.3  444.0  444.0   67.3  444.0
2016 122  5  1 0600  -28.5 1004.3  444.0  444.0   67.0  444.0
2016 122  5  1 0700  -28.5 1004.1  444.0  444.0   68.0  444.0
2016 122  5  1 0800  -28.7 1003.8  444.0  444.0   65.0  444.0
2016 122  5  1 0900  -29.1 1003.7  444.0  444.0   63.6  444.0
2016 122  5  1 1000  -29.4 1003.5  444.0  444.0   57.8  444.0
2016 122  5  1 1100  -29.4 1003.3  444.0  444.0   54.8  444.0
2016 122  5  1 1200  -29.6 1003.0  444.0  444.0   59.4  444.0
2016 122  5  1 1300  -29.4 1002.6  444.0  444.0   57.4  444.0
2016 122  5  1 1400  -29.7 1002.3  444.0  444.0   53.4  444.0
2016 122  5  1 1500  -29.9 1001.8  444.0  444.0   52.8  444.0
2016 122  5  1 1600  -29.8 1001.4  444.0  444.0   51.4  444.0
2016 122  5  1 1700  -29.9 1001.2  444.0  444.0   53.1  444.0
2016 122  5  1 1800  -30.1 1001.0  444.0  444.0   55.3  444.0
2016 122  5  1 1900  -30.1 1000.7  444.0  444.0   62.0  444.0
2016 122  5  1 2000  -30.4 1000.4  444.0  444.0   62.3  444.0
2016 122  5  1 2100  -30.5 1000.0  444.0  444.0   61.5  444.0
2016 122  5  1 2200  -30.4  999.7  444.0  444.0   63.7  444.0
2016 122  5  1 2300  -30.3  999.8  444.0  444.0   64.2  444.0
2016 123  5  2 0000  -30.4  999.6  444.0  444.0   61.9  444.0
2016 123  5  2 0100  -30.1  999.5  444.0  444.0   62.9  444.0
2016 123  5  2 0200  -30.4  999.5  444.0  444.0   52.6  444.0
2016 123  5  2 0300  -30.1  999.5  444.0  444.0   52.1  444.0
2016 123  5  2 0400  -30.3  999.6  444.0  444.0   53.2  444.0
2016 123  5  2 0500  -30.3  999.6  444.0  444.0   57.9  444.0
2016 123  5  2 0600  -30.2  999.9  444.0  444.0   60.0  444.0
2016 123  5  2 0700  -29.7 1000.3  444.0  444.0   60.6  444.0
2016 123  5  2 0800  -30.1 1000.6  444.0  444.0   58.9  444.0
2016 123  5  2 0900  -30.1 1000.8  444.0  444.0   62.1  444.0
2016 123  5  2 1000  -30.2 1001.0  444.0  444.0   65.7  444.0
2016 123  5  2 1100  -30.2 1001.1  444.0  444.0   63.0  444.0
2016 123  5  2 1200  -30.4 1001.2  444.0  444.0   65.9  444.0
2016 123  5  2 1300  -30.4 1000.8  444.0  444.0   68.5  444.0
2016 123  5  2 1400  -30.4 1000.7  444.0  444.0   70.2  444.0
2016 123  5  2 1500  -30.1 1000.6  444.0  444.0   69.5  444.0
2016 123  5  2 1600  -30.5 1000.5  444.0  444.0   66.9  444.0
2016 123  5  2 1700  -30.5  999.9  444.0  444.0   63.3  444.0
2016 123  5  2 1800  -29.8  999.6  444.0  444.0   60.5  444.0
