month,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,,,,,,,,,,,,,,,,,,,0.01291182588343015,0.014780324245124975,0.009812508817963044,,,0.02556535926300922,0.01575931963447471,0.03260164729434002,0.05368087688457397,0.3115779046805276,0.052667367009331084,0.0,0.13005090272563807,0.15018911420556988,0.021490621102384186,0.006523823089367328,0.10926120027036944,,,0.007404844148870016,0.13193715171426365,0.0017784185955336883,0.05225239366182061,0.0064156965051857424,0.03395744526356025,0.0036155116415389128,0.05254956993272304,0.0288645206124851,0.002665390160828005,0.0,0.06656126294027155,0.07246451681619785,,,0.1104368755271427,0.019331857245051497,0.18291940416649885,0.10609611108782725,0.0724431341032671,0.19141996425453325,0.20545563534485345,0.6430127757023878,0.3388418827050643
2,,,,,,,,,,,,,,,,,,0.010457604032079152,0.12322525593064522,0.03300501061575466,0.08913646981576463,0.1995577609153488,0.0,0.0782554124222209,0.07475087374002586,0.16211994944658453,0.2693722770367884,0.0012911950829169112,0.022944650321366167,0.19307946434750303,0.1204579804714396,0.096627050148045,0.004643701639895397,0.06354032947638955,0.08503190213155497,0.029394154613874224,0.002269771765842831,0.0,0.4139071415708408,0.04688969782187869,0.0,0.09810113840173182,0.07780929297341659,0.12013271896259271,0.4002475601150266,0.29861887298305356,2.2444471715179952e-05,0.037267495568008124,0.0006036807703554651,0.33021277281914746,0.15609404314696287,0.03766820148039814,0.45735829273052825,0.06913994947331199,0.11385642090304327,0.0037440118972665868,0.03607337118546069,0.2894985360459574,0.12499193015082143,0.08576990567527397,0.2881056860107923
3,,,,,,,,,,,,,,,,,,0.03999622145067971,1.420058776836689,0.12140270676712404,0.17807810897057433,0.07365496386281734,0.45041012312690637,0.18675768817904032,0.2528030690746731,0.0823867203659542,0.08861669316669081,0.39131831488088265,0.013156967870605375,0.18143667820833476,0.7158647792038205,0.07612228583438864,0.09071159402958741,1.0016333354625893,0.30786401384137485,,,0.1441590959955923,0.011602044172215088,0.08173048722270332,0.5781921688573851,0.05965670174180973,0.03645132413341727,0.014203143742365816,0.014119036093910626,0.23320412695874437,0.05085060799351095,0.016650182052128003,0.014713409300233926,0.16337023515943228,0.23211468842451627,0.2400110437100379,0.4001542804497701,0.013155217913591385,0.12598419326781166,0.036978792152450424,0.26356939194324236,0.1282812348803452,0.2127049091493411,0.11903309105208675,0.253596069864494
4,,,,,,,,,,,,,,,,,,0.06376082349159001,0.3565334422860689,1.7918480750359387,1.217218095502026,0.06897610485322284,1.0106907998179626,0.061691244332644044,0.2219386125595332,0.0777490413774049,0.0904706351021393,0.3127154426294414,0.0004906582115416525,0.7194956091311203,0.4774276844589928,0.2241349001613223,1.3849662343262092,0.2939284459970343,0.5155662652665642,,,1.5573755233014368,0.7314944322311338,1.2121590708306522,0.7222808483502549,0.8467268024335938,0.1500087311588965,0.8978200450921326,0.5711843928679305,1.0614658030698176,0.9541456564224261,0.45795587798335063,1.5788843362001783,0.08182187186205726,0.20692421261539223,0.060820557398603675,0.12012402585206651,0.6252294011421244,0.8572294675884663,0.8587105366055473,0.3421932455255041,0.45998592251259285,0.5324648139564359,0.0690458328336791,1.367936023238331
5,,,,,,,,,,,,,,,,,,0.7864443326075476,0.11247174890252981,0.6685361821925859,0.6352217189433236,0.5494363435859438,0.30292264372372324,0.4642823125678856,0.1887655422871666,0.5890746046036042,0.047544271899722976,0.2856146389820439,0.2626238022885365,0.12396971668956465,0.32912901926530397,0.6225876100741573,1.038252042012119,1.8534848246689977,1.320600200555008,,,0.5297179515688664,0.687799168563879,1.9189742579983824,0.6972120626592407,1.4584154796410622,0.25689113901808625,0.22734074679917834,0.1484460083706651,0.07500267961119053,0.29159195474650795,1.7896149003594661,1.6193191251559322,0.8851123437552039,0.6148833452579547,0.017365728199326098,0.32482555510311356,2.1671738853495954,0.8533086636036787,0.5358987025626156,1.2035412422662386,0.45371060065182484,1.8956016254482548,0.43406173581720014,1.084939430060692
6,,,,,,,,,,,,,,,,,,0.7561711405372277,0.20236186039210802,0.11260132200629978,1.5295571973718283,0.6854151905127491,0.12388478689234343,0.2381869408228488,0.04470466875044318,0.1600690919040568,0.1625583711486383,0.0516243589018607,0.03262778217767097,1.480276709626565,0.21918064874941903,0.10380376011005552,0.749693715489569,0.8878460716439142,2.3006943716175985,,,0.5749294916160295,0.30277090962833353,0.019028531448957286,0.20938975903337914,0.8166590257393356,1.0398400218525055,0.7463134922364846,1.8929530241317527,0.12190383636407921,0.36190937552308255,0.8708599438831155,0.07886732526163967,0.008310499452804158,0.30294935649291543,0.4149797127055316,0.3116400050873836,0.8720374244146913,0.49609685189183517,3.5481141096815585,1.4903425754503743,0.5391442872584145,0.15371254053207115,0.5699542881258389,1.8423420919801226
7,,,,,,,,,,,,,,,,,,0.13941509299210725,0.10948527691067474,0.43093677424834825,0.32045099216966216,0.023858896975474927,1.316561811456769,0.007134346889480537,1.0779395924261204,0.5088502362825797,0.0,,1.0051572130931752,3.1672658432951657,0.07715521601832559,0.0,0.6425745304947024,0.8274071869610695,0.4129031039830401,,,0.4782258136240413,0.39807385324378,1.3142451999821145,0.13013992097411362,0.7512055368860849,0.18661530117084696,0.2724573209009508,0.6783671817434167,0.8194615729771884,1.6646784678245483,1.1973289001286818,0.6488095773681042,0.42265601312064355,0.2186097931986146,1.4241886966803887,0.01655256915902483,1.1079858085494894,0.39491718750519306,1.4214791499864126,0.8240966337500485,0.22076929098722095,2.07167458041529,0.013640650425992228,0.3908654102003511
8,,,,,,,,,,,,,,,,,,0.05112989682981722,2.0093628288162964,0.6094910480239042,0.3359211676077409,0.01828321739516739,0.05545653877492511,1.561773098111544,3.5962987503828585,0.36895574924878616,0.27769821427956076,,0.04783899880532301,0.33880880070549063,0.41008998372267175,1.3125688421542199,1.118336050850475,0.43581428969414476,0.9865085075129753,,,0.023627657618308807,0.4089975411366812,0.34841678076690846,0.007746493576967986,1.3187321614768213,0.6436571231676137,1.614490193246464,0.13919747140508085,0.022073102432862982,0.8919876315278179,1.3883280373322893,0.5075868053570043,0.5987176404203125,4.113004869861896,1.7029595765577268,0.6292430011418199,2.827930213418442,0.014755012389250373,2.8222416205543404,1.3731522254947777,0.11037812392164342,1.0727616058908385,0.06711857215809104,0.1698222559575104
9,,,,,,,,,,,,,,,,,,0.08809671072072076,0.38268701933670485,,0.1973280661068372,1.0325380257329433,0.14931262347515223,0.5538336462920151,0.9126913425495281,0.08234156939054396,0.002176400882693247,,,0.810682900174858,0.03327523449725328,1.4285712958102426,0.14603743158529453,0.8982295664263072,,,,0.7661692390091636,0.677222600038292,0.35966126942425586,0.7211173142947495,0.22421646008218618,0.2930274006271861,0.7516810404086207,3.155998972939014,0.466394086961591,0.1329038127915245,0.09701859333009286,0.6712419945320627,0.051019126927590586,,0.6843498384079514,0.19951300494258814,0.31536471234281616,1.5804712021675311,1.7736013472296397,0.4100776271987326,0.7648895876205833,1.3184574836769956,1.8824550674890979,0.02363511186470629
10,,,,,,,,,,,,,,,,,,0.11769791287058481,0.1812913192173729,,,0.03606972460054745,0.34146410204166316,0.2086771579965848,0.0,0.17782953968244095,0.07356050868500186,,,0.25232353782078876,0.30787146490717354,0.07981290147461645,1.2562068546661185,0.046088672386822224,,,,0.6476576489838825,0.0,0.10625235076741173,0.024137324953822564,0.3701951477408472,0.3310200769047281,0.16795826409447387,0.08132233440944332,0.19267033081786875,0.13697751226970414,0.1461889752441242,0.016231857344089228,0.0,,0.06577930348033231,0.11294822021491487,0.06724191710196606,0.050438977999005354,0.20491436430355198,0.5021805161838477,0.06688189080544414,0.19915964880889442,0.3582777672309608,0.044070818170095165
